Name,Professor_ID,Difficulty,Clarity,Grade
Robert Martinez, 14, 1, 4, 5
Steve Cline, 44, 3, 5, 3
Jonathan Casey, 32, 4, 3, 1
Mary Johnson, 16, 4, 4, 4
Katrina Campbell, 1, 2, 3, 3
Samantha Walker, 6, 1, 2, 1
Christopher Cohen, 32, 4, 4, 3
Dana Warner, 23, 5, 4, 2
Alisha Vazquez, 49, 5, 5, 4
Michael Gonzales, 45, 3, 4, 1
Christopher Brown, 2, 3, 3, 5
Mary Owens, 46, 1, 4, 3
James Moses, 18, 4, 5, 1
Colleen Sullivan, 36, 2, 2, 5
Martha Hunter, 9, 5, 4, 5
Tyler Pollard, 38, 3, 3, 5
Michael Alexander, 5, 5, 5, 5
Jared Marks, 19, 5, 1, 4
Gregory Blevins, 30, 4, 4, 2
Brittany Hall, 13, 4, 3, 5
Rachel Bush, 35, 5, 3, 4
David Hawkins, 15, 3, 2, 2
Leslie Miles, 27, 2, 5, 1
Courtney Garza, 42, 4, 1, 1
Jody Gomez, 4, 1, 2, 3
Mary Williams, 38, 4, 1, 3
Bob Castillo, 20, 5, 3, 4
Aaron Riley, 24, 1, 2, 4
Jose Chapman, 26, 4, 3, 3
Mary Davis, 29, 3, 2, 2
Lauren Barnett, 31, 4, 3, 3
Jose Williams, 8, 1, 5, 1
Keith Byrd, 31, 3, 3, 2
Drew Simmons, 18, 4, 4, 1
Jessica Jensen, 47, 1, 1, 5
Nancy Hansen, 6, 2, 1, 2
James Johnson, 19, 2, 1, 1
John Schultz, 43, 1, 2, 5
Matthew Jacobs, 37, 1, 1, 1
Jessica Benton, 16, 3, 3, 5
Lisa Brown, 35, 2, 2, 3
Angela Hoffman, 48, 1, 3, 1
Steven Wright, 26, 1, 5, 3
Jacob Bush, 40, 3, 2, 3
Susan Gonzalez, 39, 3, 4, 1
Michael Holmes, 45, 1, 2, 4
Leslie Jackson, 19, 1, 4, 1
Elizabeth Price, 50, 5, 4, 5
Courtney Lewis, 22, 4, 3, 2
Heather Estes, 15, 3, 3, 3
Marilyn Rodriguez, 26, 4, 5, 5
Matthew Aguilar, 48, 1, 1, 2
Scott Tucker, 18, 5, 1, 5
Meghan Duncan, 39, 4, 5, 5
Julia Ibarra, 40, 1, 3, 2
Daniel Berry, 41, 3, 1, 1
Charles Campbell, 39, 5, 5, 1
Sabrina Cain, 15, 4, 3, 4
Jessica Lane, 42, 2, 5, 2
Taylor Graham, 26, 3, 5, 4
William George, 6, 5, 2, 2
Evelyn Daniels, 7, 3, 5, 2
John Washington, 43, 4, 4, 5
Ryan Myers, 25, 5, 4, 1
Kathleen Garcia, 39, 2, 2, 2
Harry Howard, 30, 5, 3, 1
Sharon Morgan, 25, 3, 3, 1
Christine Bennett, 8, 3, 4, 2
Cody Lopez, 1, 5, 1, 2
Wayne Davis, 39, 5, 4, 5
Crystal Lucas, 50, 5, 4, 3
Karen Fox DDS, 20, 2, 5, 5
Kathleen Browning, 2, 1, 2, 5
Karen Taylor, 37, 2, 4, 1
Kayla Martin, 26, 1, 5, 2
Chad Evans, 38, 3, 3, 2
Debra Reid, 27, 2, 2, 2
Andrea Mercer, 32, 4, 4, 3
Priscilla Garcia, 50, 5, 2, 4
Daniel Summers, 17, 4, 3, 3
David Wright, 35, 1, 5, 4
Rebecca Stout, 34, 1, 1, 1
Victor Nelson, 17, 3, 5, 1
Maria Reese, 3, 4, 1, 4
Diane Perry, 35, 2, 4, 2
Tracy Burgess, 31, 4, 5, 2
Laura Patel, 33, 3, 4, 4
Robert Murray, 2, 2, 4, 4
Christina Ibarra, 30, 4, 2, 2
Tracy Anderson, 28, 3, 4, 3
Kimberly Payne, 9, 3, 4, 1
Kim Ward, 5, 1, 4, 2
Benjamin Mcneil, 37, 5, 2, 5
Tyler Evans, 26, 5, 3, 4
Joel Downs, 30, 5, 2, 5
Robert Matthews, 7, 1, 1, 5
Jeffrey Branch, 37, 5, 3, 3
Leslie Barr, 7, 3, 5, 5
Debra Logan, 31, 4, 4, 3
Tonya Reid, 47, 3, 2, 4
Lynn Underwood MD, 44, 3, 1, 3
Rebecca Knight, 41, 5, 1, 5
Adam Owens II, 33, 3, 2, 3
Heidi Moreno, 34, 1, 4, 1
Karen Beasley, 20, 3, 2, 1
Sarah Henry, 34, 2, 1, 5
George Torres, 45, 3, 1, 2
Shannon Jimenez, 18, 1, 4, 2
Susan Bowman, 24, 2, 2, 3
Aaron Frederick, 45, 2, 4, 3
Kathleen Ross, 42, 1, 5, 4
Todd Garcia, 37, 4, 1, 1
Katie Gonzales, 10, 5, 1, 1
Andrea Howard, 47, 5, 3, 5
Karen Wallace, 35, 4, 1, 4
Christy Wood, 28, 3, 5, 5
Anthony Dominguez, 20, 3, 1, 5
Allison Tapia, 25, 2, 3, 4
Matthew Kelly, 37, 5, 5, 5
Morgan Spears, 5, 4, 3, 2
Jennifer Cabrera, 41, 5, 3, 5
Rachel Collins, 47, 3, 5, 2
Eric Walker, 18, 4, 1, 1
Matthew Michael, 30, 5, 1, 3
James Singleton, 28, 3, 1, 5
Valerie Whitehead, 44, 3, 4, 4
Emily Keller, 47, 5, 2, 2
Michael Avery, 3, 3, 5, 5
Linda Smith, 3, 1, 3, 2
Cynthia Martin, 31, 5, 2, 2
Courtney Martin, 38, 3, 2, 1
Anthony Sweeney, 9, 3, 3, 1
Richard Ellis, 18, 4, 4, 4
Walter Ortiz, 24, 4, 2, 5
Stacy Hicks, 27, 2, 3, 3
Shannon Stanley, 41, 5, 5, 5
Denise Mckenzie, 17, 2, 4, 3
Connor Lee, 48, 2, 2, 2
Eric Smith, 8, 3, 4, 1
Matthew Mays, 35, 2, 5, 1
Dr. Jennifer Munoz, 10, 2, 1, 3
Mary Navarro, 26, 2, 4, 5
John Powell, 17, 3, 1, 3
Lynn Davis, 37, 2, 3, 4
Elizabeth Meyer, 49, 5, 5, 3
Elizabeth Roberts, 22, 5, 1, 1
Andrea Smith, 15, 1, 1, 4
Benjamin Weaver, 33, 4, 4, 1
Jeremy Martin, 46, 3, 3, 3
James Miller, 27, 4, 4, 3
Stephanie Snow, 18, 3, 1, 2
Andrea Beck, 31, 4, 3, 2
Stephen Parker, 40, 2, 4, 1
Rachel Barton, 36, 4, 4, 5
Jonathan Herrera, 44, 3, 2, 2
Belinda Valenzuela, 43, 1, 2, 4
Molly Watson, 12, 3, 4, 2
Jennifer Allen, 8, 3, 1, 5
Jeremy Young, 8, 4, 5, 4
Lacey Lester, 36, 5, 5, 4
Kimberly Ramirez, 45, 1, 1, 3
Catherine Wilson, 16, 3, 3, 1
Michael Martinez, 49, 5, 2, 4
Mark Marshall, 49, 1, 2, 4
John Simpson, 20, 5, 2, 1
Judith Dyer, 32, 3, 1, 4
Kim Rogers, 23, 2, 3, 3
Michael Atkins, 34, 5, 5, 1
Lucas Evans, 7, 5, 1, 3
Daniel Williams, 11, 4, 5, 4
Luis Rodriguez, 38, 4, 2, 3
Hayley Walker, 36, 2, 4, 2
Adam Anderson, 22, 5, 1, 5
Shannon Fisher, 8, 5, 4, 1
Tammy Johnson, 2, 4, 2, 5
Misty Pittman, 25, 2, 4, 5
Deborah Dudley, 30, 4, 1, 3
Edgar Williams, 24, 5, 1, 1
Bill Nunez, 26, 1, 1, 5
Gary Cook, 32, 2, 5, 4
Courtney Clark, 2, 5, 3, 5
Richard Lucas, 39, 5, 3, 2
Jennifer Novak, 11, 5, 1, 2
Angela Christian, 34, 4, 2, 2
Jennifer Torres, 43, 5, 4, 2
Nancy Stewart, 30, 2, 1, 1
Paul Peters, 8, 1, 5, 2
Michael Walker, 1, 1, 5, 1
John Crane, 50, 4, 3, 2
Crystal Guerrero, 2, 3, 2, 2
Nicole Davis, 30, 1, 2, 3
Paul Davis, 3, 4, 1, 2
Gregory White, 36, 2, 5, 3
Brian Boyer, 49, 3, 4, 2
Karen Smith, 20, 3, 2, 5
Nina Morse, 39, 5, 4, 5
Stefanie Jimenez DDS, 11, 1, 1, 3
Kyle Gillespie, 4, 1, 3, 4
James Gonzalez, 31, 3, 1, 1
Ricky Reynolds, 14, 4, 4, 5
Anthony Fowler, 4, 2, 5, 1
Amy Elliott, 5, 5, 1, 4
Manuel Brown, 38, 5, 3, 1
Benjamin Weaver, 14, 5, 2, 3
Karen Garner, 34, 3, 5, 2
Reginald Ho, 45, 1, 1, 2
Kenneth Mills, 17, 1, 5, 2
Raymond Walker, 26, 4, 3, 3
Lindsay Roberts, 14, 3, 5, 1
Mark Garcia, 50, 5, 3, 4
Haley Chapman, 43, 2, 5, 2
Sharon Combs, 7, 1, 4, 1
Katherine Lewis, 16, 1, 1, 2
Lauren Church, 18, 5, 5, 4
Stephanie Kline, 22, 2, 1, 4
Mary Walker, 19, 1, 4, 5
Robert Herman, 34, 1, 2, 5
Raymond Li, 27, 1, 2, 4
Kendra Weaver, 10, 4, 2, 4
Joanna Rodriguez, 6, 1, 1, 2
Steven Hood, 11, 3, 1, 2
Justin Campbell, 18, 1, 2, 3
Paul Murphy, 49, 3, 1, 1
Melissa Macdonald, 39, 5, 2, 3
Jamie Chang, 49, 1, 2, 3
Rita Flores, 2, 1, 4, 3
Ronald Gray, 5, 2, 2, 4
Laura Bailey, 45, 5, 2, 5
Ashley Ortiz DDS, 36, 2, 5, 2
James Brown, 26, 3, 1, 4
Michael Leonard PhD, 27, 1, 1, 1
Jennifer Smith, 22, 4, 1, 4
Maria Ward MD, 30, 4, 4, 1
Justin Dunn, 22, 5, 2, 1
Douglas Chandler, 47, 3, 5, 2
Justin Richardson, 21, 1, 3, 2
Nicholas Cunningham, 40, 2, 1, 1
Tina Mathews, 5, 5, 3, 1
Daniel Holland, 38, 3, 2, 1
Jacqueline Delacruz, 22, 3, 4, 5
Jonathan Dennis, 16, 4, 1, 4
Michael Harmon, 34, 2, 1, 5
Mariah Lopez, 31, 5, 2, 2
Jonathan Diaz, 1, 2, 1, 5
Cynthia Maldonado, 22, 2, 3, 1
Kenneth Hall, 29, 2, 5, 5
David Meyer, 39, 4, 2, 3
Karen Gross, 15, 2, 3, 4
Andrea Martinez, 8, 1, 4, 1
William Brown, 50, 2, 4, 1
Joshua Brown, 26, 2, 2, 5
Laura Sullivan, 42, 5, 5, 2
Samantha Jefferson, 23, 1, 5, 4
Mr. David Graves, 49, 3, 3, 3
Amber Parker, 19, 1, 2, 3
Stephen Hughes, 43, 4, 1, 4
Kent Owen, 13, 2, 1, 2
Priscilla Perry, 8, 1, 1, 2
Robert Beasley, 43, 2, 1, 5
Robert Cooper, 16, 2, 3, 3
Christopher Reilly, 1, 1, 1, 5
Renee Cole, 41, 2, 1, 1
Jennifer Davis, 47, 3, 2, 2
Michelle Leblanc, 10, 5, 5, 2
Richard Aguirre, 37, 5, 2, 1
Jason Cruz, 49, 4, 3, 5
Vanessa Garcia, 12, 3, 1, 3
Adam Jennings, 17, 2, 1, 1
Gerald Gonzalez, 43, 3, 4, 4
Heather Donaldson, 21, 1, 2, 2
Nicole Sosa, 25, 2, 5, 4
Sherry Garcia, 14, 1, 3, 5
Elizabeth Johnson, 1, 2, 4, 3
James Perez, 21, 5, 3, 5
Jeffrey Sullivan Jr., 17, 4, 2, 1
Vincent Miller, 18, 1, 3, 3
Dr. Sara Neal, 39, 4, 5, 3
Stephanie Fisher DDS, 46, 5, 1, 4
Dawn Richmond, 12, 5, 5, 3
Leah Garcia, 50, 3, 2, 3
Gregory Lucas, 13, 3, 3, 1
Dana Fox, 6, 1, 2, 3
Shawn Kaufman, 33, 2, 3, 3
Robert Carroll, 18, 5, 3, 4
Travis Tanner, 34, 2, 1, 2
Kara Matthews, 4, 3, 5, 4
Donald Davis, 6, 3, 1, 1
Scott Moore, 32, 2, 3, 1
Theresa Neal, 27, 1, 5, 3
Anthony Graham, 10, 4, 4, 1
Lauren Rios, 8, 4, 2, 1
Teresa Roberts, 12, 4, 3, 2
Sandra Thomas, 13, 3, 2, 5
Crystal Craig, 44, 1, 1, 4
John Wallace, 13, 4, 3, 5
Brian Kennedy, 38, 3, 3, 1
Joseph Carter, 40, 3, 5, 1
Kristin Douglas, 36, 2, 1, 3
Michelle Martinez, 38, 4, 1, 4
Christine Hardy, 22, 3, 4, 5
Margaret Alexander, 29, 4, 1, 1
Roy Harrison, 33, 1, 2, 2
Stephanie Sherman, 43, 3, 1, 3
Gloria Hill, 14, 5, 4, 4
Miranda Dickson, 48, 2, 1, 4
James Burns, 19, 5, 3, 2
Cheryl Ellis, 49, 4, 3, 4
Amanda Gray, 31, 2, 4, 4
Emily Lawrence, 8, 1, 3, 1
Zachary Long, 34, 4, 2, 3
Kristin Donovan, 46, 3, 2, 5
Joel Gordon, 25, 4, 4, 1
Robin Colon, 38, 1, 1, 3
Ashley Love, 47, 3, 4, 4
Mr. Richard Stevens, 45, 2, 4, 3
Aaron Rios, 29, 2, 1, 1
Michele Mcfarland, 18, 2, 2, 3
Derek Ingram, 23, 3, 2, 4
Juan Lopez, 12, 4, 2, 2
Karl Stewart, 45, 5, 2, 1
Scott Dawson, 47, 5, 2, 3
Katherine Jordan, 42, 4, 1, 2
Raymond Snyder, 2, 1, 2, 4
Brent Zamora, 11, 3, 2, 5
Donna Johnson, 28, 2, 1, 2
Maria Rangel, 8, 5, 4, 4
Joy Brooks, 43, 4, 2, 1
Joshua Bell, 27, 2, 1, 3
Jessica May, 23, 4, 1, 3
Nathan Lee, 39, 4, 4, 5
David Berg, 14, 3, 2, 4
Sara Holt, 47, 5, 2, 3
Hannah Obrien, 26, 5, 4, 2
Kathleen Gilbert, 49, 4, 5, 4
Steven Garcia, 21, 2, 2, 4
Emily Shaffer DVM, 3, 4, 5, 3
Mr. Ivan Stephenson, 29, 4, 1, 1
Jessica Levine, 45, 4, 3, 2
Brendan Bush, 12, 3, 5, 5
Nicholas Foster, 18, 1, 2, 4
Kristy Mendoza DDS, 13, 2, 1, 4
Jessica Henry, 5, 5, 3, 3
Linda Meyer, 13, 1, 4, 5
Ryan Acosta, 45, 4, 4, 5
Gwendolyn Miller, 24, 2, 4, 4
Amy Carter, 28, 5, 3, 1
Mr. Brian Berg DDS, 9, 3, 3, 1
Lori Manning, 31, 5, 3, 4
Jeffrey Zimmerman, 29, 1, 4, 4
Tracy Andrews, 37, 2, 2, 3
Tracey Small, 16, 1, 1, 5
Alan Lane, 25, 3, 3, 1
Tyler Perez, 9, 1, 1, 1
Christian Rojas, 38, 3, 3, 4
Ashley Gallagher, 14, 2, 5, 2
Vincent Joseph, 25, 4, 4, 3
Deborah Maldonado, 13, 2, 1, 2
Kelli Adkins, 34, 4, 5, 4
Timothy Leach, 32, 1, 4, 5
Brandon Beltran, 2, 4, 5, 4
Allen Martin, 30, 5, 2, 1
John Brady, 48, 1, 1, 3
Jason Lopez, 21, 3, 2, 3
Jason Rodriguez, 16, 3, 5, 4
William Singh, 33, 3, 3, 2
Jose Peterson, 3, 5, 1, 2
Andrew Fowler, 38, 5, 4, 5
Stacy Gibson, 7, 2, 4, 2
Jeffery Carr, 41, 5, 5, 4
Christopher Burton, 36, 5, 5, 4
Nathan Lawrence, 47, 4, 1, 2
Michele Church, 46, 5, 3, 3
Kaitlyn Dean, 19, 3, 4, 3
Mariah Yates, 22, 5, 4, 2
Michael Lee, 46, 1, 5, 3
Rachel Delgado, 41, 2, 1, 4
Michael Krueger, 38, 2, 5, 2
Dr. Jose Jordan Jr., 19, 1, 2, 1
Kevin Ashley, 15, 5, 1, 5
Danielle Yates, 24, 4, 1, 4
Abigail Mitchell, 2, 2, 2, 4
Danielle Conley, 25, 5, 4, 1
Thomas Dawson, 39, 3, 3, 2
Jennifer Herring, 30, 2, 5, 3
Charles Murphy, 49, 4, 1, 3
Jodi Davis, 27, 1, 1, 3
Travis Wilkins, 45, 3, 5, 5
Denise Solis, 42, 2, 3, 4
Andrew Hernandez, 27, 3, 2, 1
Gina Daugherty, 17, 4, 2, 1
Kevin Frye, 46, 3, 5, 4
Monica Rodriguez, 38, 2, 5, 5
Samantha Thomas, 22, 1, 5, 4
Sue Johnson, 47, 5, 5, 5
Vincent Reynolds, 11, 1, 4, 4
Samantha Gibson, 11, 4, 3, 4
Alexandria Lopez, 44, 3, 4, 3
Sara Williams, 49, 2, 5, 1
Jennifer Hoover, 19, 5, 5, 2
Heidi Howard, 48, 1, 4, 2
Nathan Frazier, 24, 2, 2, 2
Tammy Madden, 30, 4, 3, 4
John Erickson, 30, 5, 3, 4
Sandra Ward, 23, 3, 1, 5
Richard Long, 12, 2, 1, 1
John Mcclure, 45, 5, 2, 1
Julia Brown, 44, 2, 4, 4
Jessica Garza, 2, 4, 2, 2
Dawn Wheeler, 7, 5, 1, 2
Mark Smith, 41, 2, 2, 5
Michael Bass, 3, 1, 2, 4
Wendy Dixon, 1, 5, 2, 3
Ashley Griffin, 10, 1, 4, 4
Samuel Taylor, 3, 4, 1, 5
Kelsey Hall, 11, 4, 3, 1
Jacqueline Madden, 8, 2, 3, 4
Julie Richardson, 36, 2, 2, 4
Amber Allen, 15, 5, 2, 5
Rose Harris, 4, 1, 3, 1
Jonathan Webb, 17, 2, 3, 2
Tyler Lewis, 32, 2, 3, 3
Daniel Barber, 33, 3, 4, 3
Deborah Rodriguez, 20, 4, 3, 2
Dylan Ramos, 50, 2, 3, 3
Charlotte Jones, 39, 1, 2, 4
Carl Poole, 23, 4, 5, 2
Kimberly Weaver, 1, 5, 3, 5
Jason Gallagher, 48, 5, 5, 4
Terry Williams, 30, 3, 5, 1
Stacy Martin DDS, 32, 2, 5, 2
Travis Graves, 14, 4, 3, 5
Johnny Gonzales, 7, 2, 3, 4
Stephanie Robbins, 36, 5, 2, 3
Candace Chang, 19, 1, 5, 3
Angela Allen, 16, 2, 2, 4
Allison Moore, 37, 3, 2, 1
Paul Page, 47, 5, 3, 4
Rachel Ramos, 48, 4, 1, 2
Derrick Holland, 38, 2, 4, 2
Ashley Mclaughlin, 49, 3, 3, 4
Kathryn James, 35, 3, 3, 5
Todd Klein, 43, 3, 1, 2
Regina Chan, 10, 4, 5, 1
Samantha Walters, 22, 3, 1, 2
Timothy Sullivan, 46, 1, 4, 2
Juan Adams, 16, 4, 1, 2
Charles Mcguire, 7, 3, 2, 4
Jerry Drake, 27, 4, 5, 2
Brenda Walls, 15, 2, 3, 3
Jeanette Suarez, 6, 2, 5, 4
Cheyenne Bowman, 37, 3, 3, 1
Steven Pennington, 3, 2, 1, 2
Tasha Brown, 41, 4, 2, 4
Karen Mcneil, 49, 1, 2, 2
Michael Ellis, 18, 4, 5, 4
Laura Martin, 41, 5, 2, 1
Jennifer Mckinney, 23, 5, 3, 1
Jamie Bennett, 20, 2, 1, 5
Monica Petersen, 36, 3, 4, 2
Tina Browning, 1, 2, 3, 2
William Burns, 25, 3, 3, 2
Monica Norton, 3, 4, 4, 3
Patrick Flores, 49, 1, 3, 3
Seth Lyons, 13, 3, 4, 5
Anthony Smith, 30, 5, 5, 1
Jennifer Meyer, 8, 4, 1, 5
Meghan Oliver, 16, 3, 4, 3
Kevin Green, 23, 5, 5, 2
Tara Hood PhD, 35, 3, 3, 3
Bianca Roberts, 36, 4, 4, 4
Carl Graham, 4, 5, 2, 3
Christopher Davis, 3, 5, 5, 4
Ryan Harmon, 13, 1, 2, 4
Dustin Contreras, 33, 4, 5, 4
Ashley Rodriguez, 6, 5, 4, 3
Anthony Hendrix, 17, 4, 3, 4
Alex Martinez, 43, 5, 5, 4
Emma Whitehead, 13, 5, 5, 4
Deanna Willis, 2, 1, 4, 5
Anthony Howard, 48, 1, 4, 2
Dana Allen, 11, 2, 1, 3
Michelle Parker, 23, 5, 3, 1
Jamie Mason, 27, 3, 2, 5
Cristian Thomas, 42, 4, 1, 2
Linda Wright, 14, 2, 1, 1
Justin Lyons, 14, 1, 5, 4
Jason Webster, 20, 1, 4, 2
Chad Smith DDS, 29, 4, 2, 3
Kathy Cooper, 42, 2, 2, 4
Stephanie Rogers, 6, 2, 2, 5
Kimberly Powell MD, 12, 5, 3, 1
Erin Thomas, 42, 1, 1, 4
Richard Cantrell III, 48, 1, 4, 3
Anita Mitchell, 32, 3, 3, 3
Jennifer Hoover, 18, 3, 1, 2
Jennifer Herman, 38, 5, 1, 2
Jennifer King, 5, 1, 2, 2
Eric Jackson, 33, 1, 3, 4
Steven Harris, 10, 2, 3, 4
Angela Olson, 50, 1, 1, 1
Ann White, 12, 2, 5, 1
Kimberly George, 13, 1, 4, 4
Emily Perez, 35, 2, 3, 1
Jennifer Conrad, 26, 3, 4, 5
Joseph Kelley, 13, 1, 2, 2
Brandi Jackson, 27, 2, 2, 5
Derek Martinez, 47, 2, 5, 3
Robert Mcguire, 15, 5, 5, 4
Robert Mcconnell, 50, 4, 3, 5
Amy Morris DDS, 20, 1, 4, 4
Kimberly Thomas, 41, 4, 1, 4
Thomas Khan, 18, 2, 5, 2
Cynthia Solis, 22, 4, 4, 3
Nicole Gilbert, 8, 2, 2, 4
Kristina Campbell, 34, 1, 4, 2
Thomas Miller, 10, 5, 5, 5
Alexa Reynolds, 36, 5, 4, 1
Kevin Moore, 1, 2, 4, 2
James Contreras, 26, 2, 5, 5
Jessica Miller, 5, 3, 3, 1
Elizabeth King, 17, 4, 3, 5
Ronald Santiago II, 24, 4, 5, 1
Michael Gibbs, 42, 2, 1, 3
Maurice Young, 14, 5, 1, 5
Raymond Thomas, 13, 5, 2, 1
Jessica Castro, 20, 2, 5, 3
Spencer Wolf, 18, 2, 5, 3
Christopher Young, 26, 1, 3, 3
Ashley Fischer, 50, 2, 2, 3
Terry Jimenez, 20, 3, 3, 4
David Garcia, 38, 4, 2, 3
Thomas Rivera, 44, 2, 2, 5
Willie Johnson, 46, 2, 4, 1
Jennifer Tucker, 39, 5, 5, 2
Raymond Ware, 43, 1, 1, 3
Mary Smith, 35, 2, 1, 5
Nancy Patrick, 12, 2, 1, 1
Valerie Bowman, 11, 3, 2, 4
Charles Dominguez, 37, 2, 4, 3
Christina Smith, 30, 4, 1, 2
Marc Miles, 30, 4, 3, 4
Leslie Graham, 42, 3, 2, 1
Andrew Rose, 38, 2, 5, 4
Catherine Strickland, 35, 2, 3, 2
Dr. Julie Schneider, 4, 5, 4, 1
Steve Smith, 46, 2, 3, 5
Hannah Cortez, 43, 2, 5, 2
John Bates, 1, 2, 3, 2
Lisa Allen, 44, 4, 5, 5
Leslie Reynolds, 31, 2, 1, 3
Joel Mcconnell, 18, 5, 2, 2
Steven Miller, 46, 4, 5, 1
William Torres, 19, 5, 3, 5
Megan Hawkins, 23, 2, 5, 2
Jeffrey Hill, 45, 2, 2, 1
Kathy Diaz, 12, 5, 4, 1
Stephen Burton, 12, 1, 2, 4
Jeffrey Kennedy, 8, 5, 4, 3
Dustin Chapman, 21, 3, 4, 4
Joseph Rogers, 43, 3, 2, 3
Patricia Savage, 31, 3, 2, 4
Crystal White, 20, 3, 5, 1
Joann Andrews, 42, 3, 5, 3
Robert Hill, 32, 2, 3, 5
Ryan White, 40, 2, 2, 2
Benjamin Anderson, 22, 4, 4, 4
Darlene Leonard, 11, 4, 4, 1
Nicholas Meza, 11, 5, 5, 4
Denise Marquez, 1, 2, 1, 1
Robert Mcclure, 45, 5, 1, 4
Jerry Raymond, 37, 5, 1, 5
Matthew Adams, 18, 5, 4, 3
Kayla Peterson, 33, 3, 3, 3
Dawn White, 27, 4, 4, 2
Tyler Golden, 4, 3, 3, 3
William Rodriguez, 17, 3, 2, 5
Timothy Phillips, 37, 5, 1, 5
David Escobar, 49, 2, 4, 2
Tamara Burns, 34, 5, 5, 1
Sarah Flynn, 35, 4, 4, 5
George Figueroa, 30, 3, 2, 4
Judy Paul, 46, 4, 2, 1
Robert Day, 23, 2, 4, 1
Barbara Mitchell, 8, 5, 1, 3
Michelle Whitaker, 8, 1, 5, 3
William Kelley, 21, 3, 1, 5
Jacob Barnes, 3, 4, 2, 4
Anthony Chavez, 38, 3, 1, 2
Mary Garcia, 27, 5, 3, 2
Zachary Caldwell, 5, 2, 4, 3
Jonathan Anderson, 17, 2, 1, 3
Ian Perry, 13, 1, 4, 4
Timothy Hernandez, 29, 5, 5, 3
Rhonda Cherry, 15, 1, 5, 4
Brandon Roy, 41, 5, 5, 1
Jonathon Brown, 50, 2, 5, 5
Nancy Nielsen, 6, 2, 5, 2
Ms. Nancy Gonzalez, 20, 3, 5, 2
Joan Alexander, 49, 3, 4, 3
Brett Estrada, 47, 2, 2, 3
Jared Dawson, 2, 3, 4, 2
Brian Valdez, 38, 2, 2, 1
Stephanie Garcia, 47, 4, 4, 1
John Rodriguez, 33, 5, 3, 5
Lisa Roberts, 22, 5, 5, 2
Dylan Ryan, 46, 2, 3, 3
Christopher Farmer, 9, 4, 1, 4
James Hale, 7, 4, 2, 3
Jeremy Smith, 3, 2, 1, 3
Megan Lang, 42, 2, 3, 5
Kevin Santiago, 46, 5, 5, 2
Christine Tran, 49, 4, 5, 3
Michael Garcia, 4, 5, 4, 2
Diana Gonzalez, 26, 5, 3, 3
Hannah Thomas, 23, 5, 3, 1
Bianca Bryant, 29, 1, 3, 3
Diana Ross, 23, 3, 5, 3
Sherri Ramos, 3, 5, 3, 4
Wesley Rodriguez, 44, 3, 5, 5
Nathan Powers, 18, 5, 4, 5
Benjamin Martin, 35, 2, 3, 3
William Brandt, 32, 1, 4, 1
Evan Duke, 20, 5, 4, 4
Mike Sanchez, 45, 4, 2, 1
Christine Nielsen, 48, 3, 2, 4
Jared Sanchez, 6, 2, 3, 4
Rodney Carroll, 41, 4, 5, 2
Kristen Hopkins, 37, 2, 1, 1
Monique Horn, 23, 3, 4, 5
Carla Fields, 37, 2, 1, 3
Christopher Cantu, 27, 3, 5, 1
Melissa Hall, 33, 1, 4, 2
Mark Edwards, 41, 2, 5, 3
Justin Livingston, 3, 2, 4, 2
Charles Adkins, 49, 5, 2, 2
Nicholas Jackson, 4, 2, 3, 5
Amanda Mathews, 34, 5, 2, 5
Autumn Kim, 18, 5, 2, 5
Brian Henderson, 26, 4, 2, 4
John Schmidt, 45, 5, 1, 3
James Delgado, 30, 1, 4, 2
Angela Steele, 13, 1, 4, 5
Leslie Smith, 46, 4, 3, 3
Pamela Beck, 14, 2, 5, 3
Alexander Rodriguez, 18, 5, 1, 4
Jason Powell, 15, 1, 1, 2
Patrick Thomas, 48, 4, 5, 3
Anna Atkins, 22, 3, 3, 4
Gregory Anderson, 16, 1, 4, 4
Cassandra Hopkins, 27, 1, 2, 3
Terrence Brown, 17, 2, 1, 4
John Rodgers, 41, 3, 3, 4
Brenda Skinner, 8, 4, 1, 5
Rebecca Brown, 10, 2, 2, 5
Kelly Bean, 37, 3, 2, 3
Rhonda Hobbs, 39, 5, 2, 4
Bradley Mills, 16, 1, 5, 3
Jennifer Porter, 12, 4, 1, 5
Andrew Jenkins, 25, 3, 3, 3
Madison Moyer, 49, 5, 4, 1
Veronica Gonzales, 46, 1, 2, 3
Joseph Martinez, 39, 5, 2, 2
Jennifer Gallagher, 1, 2, 5, 1
Mary Moore, 30, 3, 3, 2
Megan Watts, 4, 2, 2, 2
Tina Garcia, 24, 2, 3, 4
Alicia Black, 1, 3, 5, 3
Rebekah Duran, 15, 3, 1, 2
Edward Myers, 18, 3, 5, 5
Curtis Garcia, 48, 5, 3, 5
Benjamin Turner, 17, 3, 4, 1
Meghan Blake, 17, 3, 2, 5
Sarah Jones, 20, 4, 1, 1
Wanda Key, 22, 4, 3, 5
Joshua Chen, 39, 2, 5, 3
Brandon Johnson, 30, 2, 5, 3
Katie Johnson, 14, 4, 4, 2
Donald Mccarthy, 2, 2, 3, 4
Taylor Roman, 8, 2, 1, 2
Christopher Barber, 6, 3, 3, 2
Jeremy Ruiz, 24, 4, 2, 2
Hayley Johnson, 31, 3, 2, 5
Matthew Armstrong, 19, 4, 5, 1
